line_number,key,task,representation,kg,graph_id,prompt_type,temperature,temperature_label,cq_index,cq_complexity,endpoint,competency_question,sparql_query,syntax_ok,syntax_message,satisfiable,satisfiable_message,deterministic,deterministic_message,all_checks_passed,rows,variables,result_message,_line_number
276,sparql-nen-core_scholar_shallow-cot-temp1.0-Which departments have the highest number of agents missing family name information?,sparql,nen,core_scholar_shallow,core_scholar_shallow,cot,1.0,temp1.0,15,complex,<FUSEKI_SERVER>/core_scholar_shallow/sparql,Which departments have the highest number of agents missing family name information?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
SELECT ?department (COUNT(?agent) AS ?missingFamilyNameCount)
WHERE {
  ?agent a coress-ont:Agent .
  ?agent coress-ont:worksInDepartment ?department .
  FILTER NOT EXISTS {
    ?agent coress-ont:hasFamilyName ?familyName .
  }
}
GROUP BY ?department
ORDER BY DESC(?missingFamilyNameCount)",True,OK,False,OK,True,OK,False,0,"[""department"", ""missingFamilyNameCount""]",OK,276
277,sparql-nen-core_scholar_rich-0_shot-temp0.0-What are all available authors?,sparql,nen,core_scholar_rich,core_scholar_rich,0_shot,0.0,temp0.0,1,simple,<FUSEKI_SERVER>/core_scholar_rich/sparql,What are all available authors?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT DISTINCT ?author
WHERE {
  ?author a coresr-ont:Author .
}",True,OK,True,OK,True,OK,True,10,"[""author""]",OK,277
278,sparql-nen-core_scholar_rich-0_shot-temp1.0-What are all available departments?,sparql,nen,core_scholar_rich,core_scholar_rich,0_shot,1.0,temp1.0,3,simple,<FUSEKI_SERVER>/core_scholar_rich/sparql,What are all available departments?,"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX coresr-ont: <http://example.org/core_scholar_rich/>

SELECT DISTINCT ?department
WHERE {
  ?department rdf:type coresr-ont:Department .
}",True,OK,True,OK,True,OK,True,20,"[""department""]",OK,278
279,sparql-nen-kwg_lite-cot-temp1.0-What are all the damage details available done by storm-specific hazards that are related to a geographical place within a certain temporal extent?,sparql,nen,kwg_lite,kwg_lite,cot,1.0,temp1.0,15,complex,<FUSEKI_SERVER>/kwg_lite/sparql,What are all the damage details available done by storm-specific hazards that are related to a geographical place within a certain temporal extent?,"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX kwgl-ont: <http://stko-kwg.geog.ucsb.edu/lod/lite-ontology/>
PREFIX kwglr: <http://stko-kwg.geog.ucsb.edu/lod/lite-resource/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT DISTINCT
  ?hazardEvent
  ?hazardName
  ?hazardType
  ?place
  ?placeName
  ?startDate
  ?endDate
  ?cropDamage
  ?infraDamage
  ?deaths
WHERE {
  VALUES ?hazardType {
    kwglr:blizzard
    kwglr:dustStorm
    kwglr:hurricane
    kwglr:iceStorm
    kwglr:marineHighWind
    kwglr:marineStrongWind
    kwglr:marineThunderstormWind
    kwglr:marineTropicalDepression
    kwglr:marineTropicalStorm
    kwglr:stormSurgeTide
    kwglr:strongWind
    kwglr:thunderstormWind
    kwglr:tornado
    kwglr:tropicalDepression
    kwglr:tropicalStorm
    kwglr:winterStorm
  }

  ?hazardEvent a kwgl-ont:HazardEvent ;
               kwgl-ont:hasHazardType ?hazardType ;
               kwgl-ont:hasImpacted ?place ;
               kwgl-ont:hasStartDate ?startDate .

  FILTER (?startDate >= ""2021-01-01""^^xsd:date && ?startDate <= ""2021-12-31""^^xsd:date)

  ?place a kwgl-ont:Place .
  
  OPTIONAL { ?hazardEvent kwgl-ont:hasName ?hazardName . }
  OPTIONAL { ?place kwgl-ont:hasName ?placeName . }
  OPTIONAL { ?hazardEvent kwgl-ont:hasEndDate ?endDate . }
  OPTIONAL { ?hazardEvent kwgl-ont:damageToCropsInDollars ?cropDamage . }
  OPTIONAL { ?hazardEvent kwgl-ont:damageToInfrastructureInDollars ?infraDamage . }
  OPTIONAL { ?hazardEvent kwgl-ont:numberOfDeaths ?deaths . }
}
ORDER BY ?startDate ?placeName",True,OK,False,OK,True,OK,False,0,"[""hazardEvent"", ""hazardName"", ""hazardType"", ""place"", ""placeName"", ""startDate"", ""endDate"", ""cropDamage"", ""infraDamage"", ""deaths""]",OK,279
280,"sparql-ttl-kwg_lite-cot-temp1.0-What are all the available demographic attributes like population, household units, etc., associated with all geographical places?",sparql,ttl,kwg_lite,kwg_lite,cot,1.0,temp1.0,4,simple,<FUSEKI_SERVER>/kwg_lite/sparql,"What are all the available demographic attributes like population, household units, etc., associated with all geographical places?","PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX kwgl-ont: <http://stko-kwg.geog.ucsb.edu/lod/lite-ontology/>

SELECT DISTINCT
  ?attribute
  ?attributeLabel
  ?range
  ?parentAttribute
  ?parentLabel
WHERE {
  ?attribute rdf:type owl:DatatypeProperty .
  ?attribute rdfs:domain kwgl-ont:Place .

  OPTIONAL { ?attribute rdfs:label ?attributeLabel . }
  OPTIONAL { ?attribute rdfs:range ?range . }
  OPTIONAL {
    ?attribute rdfs:subPropertyOf ?parentAttribute .
    OPTIONAL { ?parentAttribute rdfs:label ?parentLabel . }
  }

  FILTER (
    CONTAINS(LCASE(STR(?attribute)), ""population"") ||
    CONTAINS(LCASE(STR(?attributeLabel)), ""population"") ||
    CONTAINS(LCASE(STR(?attribute)), ""household"") ||
    CONTAINS(LCASE(STR(?attributeLabel)), ""household"") ||
    CONTAINS(LCASE(STR(?attribute)), ""poverty"") ||
    CONTAINS(LCASE(STR(?attributeLabel)), ""poverty"") ||
    CONTAINS(LCASE(STR(?attribute)), ""diabetic"") ||
    CONTAINS(LCASE(STR(?attributeLabel)), ""diabetic"") ||
    CONTAINS(LCASE(STR(?attribute)), ""obese"") ||
    CONTAINS(LCASE(STR(?attributeLabel)), ""obese"")
  )
}
ORDER BY ?attribute",True,OK,True,OK,True,OK,True,5,"[""attribute"", ""attributeLabel"", ""range"", ""parentAttribute"", ""parentLabel""]",OK,280
281,sparql-axiom-kwg-cot-temp0.0-What are all the available storm-specific hazard attributes and their details related to all geographical places?,sparql,axiom,kwg,kwg,cot,0.0,temp0.0,7,moderate,<FUSEKI_SERVER>/kwg/sparql,What are all the available storm-specific hazard attributes and their details related to all geographical places?,"PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>
PREFIX geo: <http://www.opengis.net/ont/geosparql#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT DISTINCT ?geographicalPlace ?storm ?attribute ?value
WHERE {
  ?storm a kwg-ont:StormTracklet .
  ?storm kwg-ont:spatialRelation ?geographicalPlace .
  ?geographicalPlace a kwg-ont:AdministrativeRegion .

  ?obsCollection sosa:hasFeatureOfInterest ?storm .
  ?obsCollection a kwg-ont:StormTrackletObservationCollection .
  ?obsCollection sosa:hasMember ?observation .

  ?observation sosa:observedProperty ?attribute .
  ?observation sosa:hasSimpleResult ?value .
}",True,OK,False,OK,True,OK,False,0,"[""geographicalPlace"", ""storm"", ""attribute"", ""value""]",OK,281
282,sparql-nen-core_scholar_rich-0_shot-temp1.0-What agents work in or are associated with which departments?,sparql,nen,core_scholar_rich,core_scholar_rich,0_shot,1.0,temp1.0,8,moderate,<FUSEKI_SERVER>/core_scholar_rich/sparql,What agents work in or are associated with which departments?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
SELECT ?agent ?department
WHERE {
  ?agent coresr-ont:associatedWith ?department .
}",True,OK,True,OK,True,OK,True,20,"[""agent"", ""department""]",OK,282
283,sparql-nen-core_scholar_rich-cot-temp1.0-What publication types have the longest average time between submission and publication?,sparql,nen,core_scholar_rich,core_scholar_rich,cot,1.0,temp1.0,13,complex,<FUSEKI_SERVER>/core_scholar_rich/sparql,What publication types have the longest average time between submission and publication?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT ?publicationType (AVG(?publicationDate - ?submissionDate) AS ?averageTime)
WHERE {
  ?publication coresr-ont:dateOfSubmission ?submissionDate .
  ?publication coresr-ont:dateOfPublication ?publicationDate .
  ?publication coresr-ont:hasPublicationType ?type .
  ?type coresr-ont:typeAsString ?publicationType .
}
GROUP BY ?publicationType
ORDER BY DESC(?averageTime)",True,OK,True,OK,True,OK,True,20,"[""publicationType"", ""averageTime""]",OK,283
284,sparql-ttl-kwg-cot-temp1.0-What are all the damage details available done by tornado-specific hazards that are related to a geographical place within a certain temporal extent?,sparql,ttl,kwg,kwg,cot,1.0,temp1.0,14,complex,<FUSEKI_SERVER>/kwg/sparql,What are all the damage details available done by tornado-specific hazards that are related to a geographical place within a certain temporal extent?,"PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX kwgr: <http://stko-kwg.geog.ucsb.edu/lod/resource/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>
PREFIX time: <http://www.w3.org/2006/time#>

SELECT DISTINCT ?tornado ?damageDetailType ?damageDetailValue ?place ?startTime ?endTime
WHERE {
  ?tornado a kwg-ont:NOAATornado ;
           kwg-ont:spatialRelation ?place .
  ?place a kwg-ont:AdministrativeRegion .

  ?obsCollection sosa:hasFeatureOfInterest ?tornado ;
                 sosa:hasMember ?obs ;
                 sosa:phenomenonTime ?timeInterval .
  
  ?obs sosa:observedProperty ?damageDetailType ;
       sosa:hasSimpleResult ?damageDetailValue .

  FILTER (
    (?obsCollection a kwg-ont:ImpactObservationCollection && 
     ?damageDetailType IN (kwgr:impactObservableProperty.damageCrop, kwgr:impactObservableProperty.damageProperty))
    ||
    (?obsCollection a kwg-ont:TornadoMagnitudeObservationCollection && 
     ?damageDetailType = kwgr:magnitudeObservableProperty.fujitaScale)
  )

  OPTIONAL { ?timeInterval time:hasBeginning/time:inXSDDateTime ?startTimeValue . }
  OPTIONAL { ?timeInterval time:hasEnd/time:inXSDDateTime ?endTimeValue . }
  OPTIONAL { ?timeInterval a time:Instant; time:inXSDDateTime ?instantTime . }
  
  BIND(COALESCE(?startTimeValue, ?instantTime) AS ?startTime)
  BIND(COALESCE(?endTimeValue, ?instantTime) AS ?endTime)
}
ORDER BY ?tornado ?place ?startTime",False,"Expected SelectQuery, found 'FILTER'  (at char 677), (line:19, col:3)",False,Skipped because syntax failed,False,Skipped because syntax failed,False,0,[],Skipped because syntax failed,284
285,sparql-ttl-core_scholar_shallow-0_shot-temp1.0-What authors are advised by which advisors?,sparql,ttl,core_scholar_shallow,core_scholar_shallow,0_shot,1.0,temp1.0,6,moderate,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What authors are advised by which advisors?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT ?authorName ?advisorName
WHERE {
  ?authorRole rdf:type coress-ont:Author .
  ?authorRole coress-ont:isPerformedBy ?authorAgent .
  ?authorRole coress-ont:advisedBy ?advisorName .
  ?authorAgent coress-ont:hasFirstName ?firstName .
  ?authorAgent coress-ont:hasFamilyName ?lastName .
  BIND(CONCAT(?firstName, "" "", ?lastName) AS ?authorName)
}",True,OK,False,OK,True,OK,False,0,"[""authorName"", ""advisorName""]",OK,285
286,sparql-nen-core_scholar_shallow-cot-temp0.0-What are all available authors?,sparql,nen,core_scholar_shallow,core_scholar_shallow,cot,0.0,temp0.0,1,simple,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What are all available authors?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>

SELECT DISTINCT ?author
WHERE {
  ?author a coress-ont:Author .
}",True,OK,True,OK,True,OK,True,10,"[""author""]",OK,286
287,"sparql-nen-kwg_lite-0_shot-temp0.0-What are all the hurricane-specific hazard attributes available that are related to a geographical place, and all the damage impact details available and their temporal data if available?",sparql,nen,kwg_lite,kwg_lite,0_shot,0.0,temp0.0,13,complex,<FUSEKI_SERVER>/kwg_lite/sparql,"What are all the hurricane-specific hazard attributes available that are related to a geographical place, and all the damage impact details available and their temporal data if available?","PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX kwgl-ont: <http://stko-kwg.geog.ucsb.edu/lod/lite-ontology/>
PREFIX kwglr: <http://stko-kwg.geog.ucsb.edu/lod/lite-resource/>

SELECT ?place ?attribute ?value ?startDate ?endDate
WHERE {
  ?hurricane a kwgl-ont:Hurricane ;
             kwgl-ont:hasImpacted ?place .
  OPTIONAL {
    ?hurricane kwgl-ont:hasStartDate ?startDate .
  }
  OPTIONAL {
    ?hurricane kwgl-ont:hasEndDate ?endDate .
  }
  {
    ?hurricane ?attribute ?value .
    FILTER(?attribute != rdf:type && ?attribute != kwgl-ont:hasImpacted)
  }
  UNION
  {
    {
      ?attribute rdfs:subPropertyOf* kwgl-ont:dollarDamageOfHurricanesImpactingPlace .
    }
    UNION
    {
      ?attribute rdfs:subPropertyOf* kwgl-ont:numberOfHurricanesImpactingPlace .
    }
    ?place ?attribute ?value .
  }
}",True,OK,False,OK,True,OK,False,0,"[""place"", ""attribute"", ""value"", ""startDate"", ""endDate""]",OK,287
288,sparql-ttl-core_scholar_rich-0_shot-temp1.0-Which authors have advisors and also submitted publications by each field?,sparql,ttl,core_scholar_rich,core_scholar_rich,0_shot,1.0,temp1.0,14,complex,<FUSEKI_SERVER>/core_scholar_rich/sparql,Which authors have advisors and also submitted publications by each field?,"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX coresr-ont: <http://example.org/core_scholar_rich/>

SELECT ?author ?field (GROUP_CONCAT(DISTINCT ?publication; separator="", "") AS ?publications)
WHERE {
  ?author rdf:type coresr-ont:Author .
  ?author coresr-ont:advisedBy ?advisor .
  ?author coresr-ont:submits ?publication .
  ?publication coresr-ont:associatedFieldOfStudy ?field .
}
GROUP BY ?author ?field
ORDER BY ?author ?field",True,OK,True,OK,True,OK,True,10,"[""author"", ""field"", ""publications""]",OK,288
289,sparql-axiom-core_scholar_shallow-cot-temp0.0-What agents work in or are associated with which departments?,sparql,axiom,core_scholar_shallow,core_scholar_shallow,cot,0.0,temp0.0,8,moderate,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What agents work in or are associated with which departments?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
SELECT ?agent ?department
WHERE {
  ?agent coress-ont:worksInDepartment ?department .
}",True,OK,True,OK,True,OK,True,20,"[""agent"", ""department""]",OK,289
290,sparql-nen-core_scholar_rich-0_shot-temp0.0-What publications involve people from more than one department?,sparql,nen,core_scholar_rich,core_scholar_rich,0_shot,0.0,temp0.0,12,complex,<FUSEKI_SERVER>/core_scholar_rich/sparql,What publications involve people from more than one department?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT ?publication
WHERE {
  ?role coresr-ont:contributedTo ?publication .
  ?agent coresr-ont:performsRole ?role .
  ?agent coresr-ont:associatedWith ?department .
}
GROUP BY ?publication
HAVING (COUNT(DISTINCT ?department) > 1)",True,OK,False,OK,True,OK,False,0,"[""publication""]",OK,290
291,sparql-axiom-core_scholar_shallow-0_shot-temp0.0-What publication types have the longest average time between submission and publication?,sparql,axiom,core_scholar_shallow,core_scholar_shallow,0_shot,0.0,temp0.0,13,complex,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What publication types have the longest average time between submission and publication?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT ?publicationType (AVG(?days) AS ?averageDaysToPublish)
WHERE {
    ?publication a coress-ont:Publication ;
                 coress-ont:hasPublicationType ?publicationType ;
                 coress-ont:dateOfSubmission ?submissionDate ;
                 coress-ont:dateOfPublication ?publicationDate .

    # Filter for valid date ranges where publication is on or after submission
    FILTER(?publicationDate >= ?submissionDate)

    # Calculate the duration by subtracting dates. The result is of type xsd:dayTimeDuration.
    BIND((?publicationDate - ?submissionDate) AS ?duration)

    # Convert the duration to a numeric value (days) by parsing its string representation (e.g., ""P123D"").
    BIND(xsd:decimal(REPLACE(REPLACE(STR(?duration), ""P"", """"), ""D"", """")) AS ?days)
}
GROUP BY ?publicationType
ORDER BY DESC(?averageDaysToPublish)",True,OK,True,OK,True,OK,True,20,"[""publicationType"", ""averageDaysToPublish""]",OK,291
292,sparql-nen-core_scholar_shallow-0_shot-temp0.0-What publications belong to which publication type?,sparql,nen,core_scholar_shallow,core_scholar_shallow,0_shot,0.0,temp0.0,7,moderate,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What publications belong to which publication type?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>

SELECT ?publicationTitle ?publicationType
WHERE {
  ?publication a coress-ont:Publication ;
               coress-ont:hasTitle ?publicationTitle ;
               coress-ont:hasPublicationType ?publicationType .
}",True,OK,True,OK,True,OK,True,40,"[""publicationTitle"", ""publicationType""]",OK,292
293,sparql-axiom-core_scholar_rich-cot-temp1.0-What publications involve people from more than one department?,sparql,axiom,core_scholar_rich,core_scholar_rich,cot,1.0,temp1.0,12,complex,<FUSEKI_SERVER>/core_scholar_rich/sparql,What publications involve people from more than one department?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
SELECT ?publication
WHERE {
  {
    ?publication coresr-ont:submittedBy ?role .
  }
  UNION
  {
    ?publication coresr-ont:hasContributor ?role .
  }
  ?role coresr-ont:isPerformedBy ?agent .
  ?agent coresr-ont:associatedWith ?department .
}
GROUP BY ?publication
HAVING(COUNT(DISTINCT ?department) > 1)",True,OK,False,OK,True,OK,False,0,"[""publication""]",OK,293
294,sparql-ttl-kwg-cot-temp0.0-What are all the available health-related concerns or attributes of all geographical places?,sparql,ttl,kwg,kwg,cot,0.0,temp0.0,3,simple,<FUSEKI_SERVER>/kwg/sparql,What are all the available health-related concerns or attributes of all geographical places?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>
PREFIX gnis: <http://gnis-ld.org/lod/gnis/ontology/>

SELECT DISTINCT ?place ?placeLabel ?healthAttribute ?attributeLabel ?value
WHERE {
  VALUES ?obsType {
    kwg-ont:PublicHealthObservation
    kwg-ont:VulnerabilityObservation
    kwg-ont:AirQualityObservation
  }
  ?obs a ?obsType .
  ?obs sosa:hasFeatureOfInterest ?place .
  ?obs sosa:observedProperty ?healthAttribute .
  
  OPTIONAL { ?obs sosa:hasSimpleResult ?val1 . }
  OPTIONAL { ?obs kwg-ont:dailyAQIValue ?val2 . }
  BIND(COALESCE(?val1, ?val2) AS ?value)
  FILTER(BOUND(?value))

  OPTIONAL { ?healthAttribute rdfs:label ?attributeLabel . }
  OPTIONAL { ?place kwg-ont:siteName|gnis:officialName|rdfs:label ?placeLabel . }
}
ORDER BY ?placeLabel ?attributeLabel",True,OK,False,OK,True,OK,False,0,"[""place"", ""placeLabel"", ""healthAttribute"", ""attributeLabel"", ""value""]",OK,294
295,sparql-axiom-core_scholar_rich-0_shot-temp0.0-What publications belong to which publication type?,sparql,axiom,core_scholar_rich,core_scholar_rich,0_shot,0.0,temp0.0,7,moderate,<FUSEKI_SERVER>/core_scholar_rich/sparql,What publications belong to which publication type?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT ?publicationTitle ?publicationTypeString
WHERE {
  ?publication coresr-ont:hasPublicationType ?publicationType ;
               coresr-ont:hasTitle ?publicationTitle .
  ?publicationType coresr-ont:typeAsString ?publicationTypeString .
}",True,OK,True,OK,True,OK,True,60,"[""publicationTitle"", ""publicationTypeString""]",OK,295
296,sparql-nen-kwg_lite-0_shot-temp1.0-What are all the available damage details that have been impacted by a hazard?,sparql,nen,kwg_lite,kwg_lite,0_shot,1.0,temp1.0,12,complex,<FUSEKI_SERVER>/kwg_lite/sparql,What are all the available damage details that have been impacted by a hazard?,"PREFIX kwgl-ont: <http://stko-kwg.geog.ucsb.edu/lod/lite-ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT ?hazard ?hazardName ?cropDamage ?infrastructureDamage ?numberOfDeaths
WHERE {
  ?hazard rdf:type/rdfs:subClassOf* kwgl-ont:HazardEvent .
  OPTIONAL { ?hazard kwgl-ont:hasName ?hazardName . }
  OPTIONAL { ?hazard kwgl-ont:damageToCropsInDollars ?cropDamage . }
  OPTIONAL { ?hazard kwgl-ont:damageToInfrastructureInDollars ?infrastructureDamage . }
  OPTIONAL { ?hazard kwgl-ont:numberOfDeaths ?numberOfDeaths . }
  FILTER (BOUND(?cropDamage) || BOUND(?infrastructureDamage) || BOUND(?numberOfDeaths))
}",True,OK,True,OK,True,OK,True,10,"[""hazard"", ""hazardName"", ""cropDamage"", ""infrastructureDamage"", ""numberOfDeaths""]",OK,296
297,sparql-axiom-core_scholar_rich-cot-temp1.0-What are all available departments?,sparql,axiom,core_scholar_rich,core_scholar_rich,cot,1.0,temp1.0,3,simple,<FUSEKI_SERVER>/core_scholar_rich/sparql,What are all available departments?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
SELECT ?department
WHERE {
  ?department a coresr-ont:Department .
}",True,OK,True,OK,True,OK,True,20,"[""department""]",OK,297
298,sparql-axiom-core_scholar_rich-cot-temp1.0-What are all available authors?,sparql,axiom,core_scholar_rich,core_scholar_rich,cot,1.0,temp1.0,1,simple,<FUSEKI_SERVER>/core_scholar_rich/sparql,What are all available authors?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
SELECT DISTINCT ?author
WHERE {
  ?author a coresr-ont:Author .
}",True,OK,True,OK,True,OK,True,10,"[""author""]",OK,298
299,sparql-ttl-core_scholar_shallow-cot-temp1.0-What are all available universities and their city values?,sparql,ttl,core_scholar_shallow,core_scholar_shallow,cot,1.0,temp1.0,5,simple,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What are all available universities and their city values?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
SELECT ?university ?city
WHERE {
  ?university a coress-ont:University .
  ?university coress-ont:atCity ?city .
}",True,OK,True,OK,True,OK,True,20,"[""university"", ""city""]",OK,299
300,sparql-axiom-kwg_lite-cot-temp0.0-What are all the available impact factor details for all hazard events?,sparql,axiom,kwg_lite,kwg_lite,cot,0.0,temp0.0,11,complex,<FUSEKI_SERVER>/kwg_lite/sparql,What are all the available impact factor details for all hazard events?,"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX owl: <http://www.w3.org/2002/07/owl#>
PREFIX kwgl-ont: <http://stko-kwg.geog.ucsb.edu/lod/lite-ontology/>

SELECT DISTINCT
  ?property
  ?label
  ?range
WHERE {
  ?property rdfs:domain ?domainClass .
  ?domainClass rdfs:subClassOf* kwgl-ont:HazardEvent .
  OPTIONAL { ?property rdfs:label ?label . }
  OPTIONAL { ?property rdfs:range ?range . }
}
ORDER BY ?property",True,OK,True,OK,True,OK,True,9,"[""property"", ""label"", ""range""]",OK,300
301,sparql-nen-kwg-0_shot-temp0.0-What are all the available flood-specific hazard attributes and their details related to all geographical places?,sparql,nen,kwg,kwg,0_shot,0.0,temp0.0,8,moderate,<FUSEKI_SERVER>/kwg/sparql,What are all the available flood-specific hazard attributes and their details related to all geographical places?,"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX geo: <http://www.opengis.net/ont/geosparql#>

SELECT DISTINCT ?geographicalPlace ?hazard ?hazardAttribute ?attributeValue
WHERE {
  VALUES ?floodType {
    kwg-ont:NOAAFlood
    kwg-ont:NOAAFlashFlood
    kwg-ont:NOAACoastalFlood
    kwg-ont:NOAALakeshoreFlood
  }
  ?hazard a ?floodType .
  ?hazard kwg-ont:spatialRelation ?geographicalPlace .
  ?hazard ?hazardAttribute ?attributeValue .
}",True,OK,False,OK,True,OK,False,0,"[""geographicalPlace"", ""hazard"", ""hazardAttribute"", ""attributeValue""]",OK,301
302,sparql-nen-core_scholar_rich-cot-temp0.0-What publications involve people from more than one department?,sparql,nen,core_scholar_rich,core_scholar_rich,cot,0.0,temp0.0,12,complex,<FUSEKI_SERVER>/core_scholar_rich/sparql,What publications involve people from more than one department?,"PREFIX coresr-ont: <http://example.org/core_scholar_rich/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>

SELECT ?publication
WHERE {
    ?agent coresr-ont:associatedWith ?department .
    ?agent coresr-ont:performsRole ?role .
    { ?publication coresr-ont:submittedBy ?role . }
    UNION
    { ?role coresr-ont:contributedTo ?publication . }
}
GROUP BY ?publication
HAVING (COUNT(DISTINCT ?department) > 1)",True,OK,False,OK,True,OK,False,0,"[""publication""]",OK,302
303,sparql-ttl-kwg-cot-temp1.0-What are all the available tornado-specific hazard attributes related to all geographical places and how many are there?,sparql,ttl,kwg,kwg,cot,1.0,temp1.0,6,moderate,<FUSEKI_SERVER>/kwg/sparql,What are all the available tornado-specific hazard attributes related to all geographical places and how many are there?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX kwg-ont: <http://stko-kwg.geog.ucsb.edu/lod/ontology/>
PREFIX sosa: <http://www.w3.org/ns/sosa/>
PREFIX geo: <http://www.opengis.net/ont/geosparql#>

SELECT ?attribute (COUNT(*) AS ?count)
WHERE {
  ?tornado a kwg-ont:NOAATornado .
  ?tornado ?attribute ?value .
}
GROUP BY ?attribute
ORDER BY DESC(?count)",True,OK,True,OK,True,OK,True,2,"[""attribute"", ""count""]",OK,303
304,sparql-nen-core_scholar_shallow-cot-temp1.0-What publications are associated with each field of study?,sparql,nen,core_scholar_shallow,core_scholar_shallow,cot,1.0,temp1.0,9,moderate,<FUSEKI_SERVER>/core_scholar_shallow/sparql,What publications are associated with each field of study?,"PREFIX coress-ont: <http://example.org/core_scholar_shallow/>
SELECT ?fieldOfStudy ?publication
WHERE {
  ?publication a coress-ont:Publication .
  ?publication coress-ont:associatedFieldOfStudy ?fieldOfStudy .
}",True,OK,True,OK,True,OK,True,10,"[""fieldOfStudy"", ""publication""]",OK,304
